1176	SH3TC1
1177	HS3ST1
1178	FAM200B
1179	BST1
1180	CD38
1181	FGFBP2
1182	PROM1
1183	LDB2
1184	LAP3
1185	NCAPG
1186	SLIT2
1187	KCNIP4
1188	ADGRA3
1189	PPARGC1A
1190	SOD3
1191	SLC34A2
1192	SEL1L3
1193	SMIM20
1194	RBPJ
1195	PCDH7
1196	DTHD1
1197	KLF3
1198	FAM114A1
1199	TMEM156
1200	RFC1
1201	KLB
1202	UBE2K
1203	RHOH
1204	RBM47
1205	APBB2
1206	UCHL1
1207	LIMCH1
1208	SHISA3
1209	TXK
1210	PDGFRA
1211	KIT
1212	KDR
1213	TMEM165
1214	NMU
1215	PAICS
1216	HOPX
1217	IGFBP7
1218	STAP1
1219	YTHDC1
1220	UGT2B17
1221	UGT2B15
1222	RP11-468N14.13
1223	UGT2A3
1224	UGT2B7
1225	UGT2B28
1226	UGT2B4
1227	SULT1E1
1228	ENAM
1229	JCHAIN
1230	GRSF1
1231	DCK
1232	SLC4A4
1233	GC
1234	ALB
1235	AFP
1236	CXCL8
1237	CXCL6
1238	PF4V1
1239	CXCL1
1240	PF4
1241	PPBP
1242	CXCL5
1243	CXCL3
1244	CXCL2
1245	MTHFD2L
1246	EREG
1247	AREG
1248	PARM1
1249	NAAA
1250	CXCL9
1251	CXCL10
1252	CXCL11
1253	SCARB2
1254	SHROOM3
1255	SEPT11
1256	CCNG2
1257	CXCL13
1258	MRPL1
1259	FRAS1
1260	ANXA3
1261	LINC01094
1262	RASGEF1B
1263	SCD5
1264	SEC31A
1265	PLAC8
1266	RP11-576N17.5
1267	HPSE
1268	ARHGAP24
1269	HSD17B13
1270	SPARCL1
1271	SPP1
1272	ABCG2
1273	FAM13A
1274	SNCA
1275	MMRN1
1276	HPGDS
1277	TSPAN5
1278	EIF4E
1279	ADH4
1280	ADH1A
1281	ADH1C
1282	H2AFZ
1283	EMCN
1284	BANK1
1285	SLC39A8
1286	BDH2
1287	CENPE
1288	RP11-328K4.1
1289	PPA2
1290	RP11-286E11.1
1291	LEF1
1292	OSTC
1293	CCDC109B
1294	AC004067.5
